pair,delta
"Key.backspace,Key.backspace",0.43592095375061035
"Key.backspace,Key.backspace",0.1714019775390625
"Key.backspace,Key.backspace",0.23758292198181152
"Key.backspace,Key.backspace",0.14422297477722168
"Key.backspace,Key.backspace",0.1509110927581787
"Key.backspace,Key.backspace",0.4308631420135498
"Key.backspace,Key.backspace",0.15393996238708496
"Key.backspace,Key.backspace",0.4071927070617676
"Key.backspace,Key.backspace",0.21587610244750977
"Key.backspace,Key.backspace",0.14213824272155762
"Key.backspace,Key.backspace",0.14318275451660156
"Key.backspace,Key.backspace",0.1247260570526123
"Key.backspace,Key.backspace",0.29007792472839355
"Key.backspace,Key.backspace",0.15000295639038086
"Key.backspace,Key.backspace",0.6967983245849609
"Key.backspace,'i'",0.20915985107421875
"'i','t'",0.08078598976135254
"'t','h'",0.0993959903717041
"'h',Key.space",0.055975914001464844
"Key.space,'t'",0.02971816062927246
"'t','h'",0.11801290512084961
"'h','e'",0.10517501831054688
"'e',Key.space",0.055715084075927734
"Key.space,'a'",0.10811495780944824
"'a','d'",0.13611793518066406
"'d','v'",0.17345094680786133
"'v','e'",0.11157608032226562
"'e','n'",0.1156759262084961
"'n','t'",0.08921504020690918
"'t',Key.space",0.05990195274353027
"Key.space,'o'",0.06007814407348633
"'o','f'",0.09584403038024902
"'f',Key.space",0.035951852798461914
"Key.space,'t'",0.21020889282226562
"'t','h'",0.0973351001739502
"'h','e'",0.07897496223449707
"'e',Key.space",0.09978604316711426
"Key.space,Key.shift_r",0.2869601249694824
"Key.shift_r,'I'",0.13585782051086426
"'I','n'",0.19488120079040527
"'n','t'",0.0681619644165039
"'t','e'",0.07578706741333008
"'e','r'",0.11621665954589844
"'r','n'",0.07994604110717773
"'n','e'",0.09307694435119629
"'e','t'",0.11598324775695801
"'t',Key.space",0.08371615409851074
"Key.space,'a'",0.12521862983703613
"'a','n'",0.14798998832702637
"'n','d'",0.08444023132324219
"'d',Key.space",0.10749483108520508
"Key.space,'c'",1.3041043281555176
"'c','y'",0.18592381477355957
"'y','b'",0.5842790603637695
"'b','e'",0.07966780662536621
"'e','r'",0.06405305862426758
"'r','s'",0.2494339942932129
"'s','e'",0.12275218963623047
"'e','c'",0.2609388828277588
"'c','u'",0.13677191734313965
"'u','r'",0.14914298057556152
"'r','i'",0.05592226982116699
"'i','t'",0.3599557876586914
"'t','y'",0.2099471092224121
"'y',Key.space",0.06405806541442871
"Key.space,'c'",0.17100906372070312
"'c','h'",0.08426594734191895
"'h','a'",0.1477658748626709
"'a','l'",0.10421991348266602
"'l','l'",0.12111806869506836
"'l','e'",0.0706479549407959
"'e','n'",0.09224510192871094
"'n','g'",0.06782984733581543
"'g','e'",0.06770205497741699
"'e','s'",0.09221792221069336
"'s',Key.space",0.14391708374023438
"Key.space,'p'",0.7387681007385254
"'p','r'",0.10022568702697754
"'r','i'",0.18626141548156738
"'i','v'",0.04791569709777832
"'v','a'",0.09987401962280273
"'a',Key.backspace",0.4988071918487549
"Key.backspace,Key.backspace",0.14226603507995605
"Key.backspace,Key.backspace",0.23694181442260742
"Key.backspace,Key.backspace",0.12269401550292969
"Key.backspace,Key.backspace",0.3532121181488037
"Key.backspace,'c'",0.19000792503356934
"'c','o'",0.08393716812133789
"'o','m'",0.05980062484741211
"'m','p'",0.0760953426361084
"'p','l'",0.16686582565307617
"'l','e'",0.0363469123840332
"'e','t'",0.10367417335510254
"'t','e'",0.07617998123168945
"'e',Key.space",0.0799400806427002
"Key.space,'p'",0.08809399604797363
"'p','r'",0.09993290901184082
"'r','i'",0.0950160026550293
"'i','v'",0.1000831127166748
"'v','a'",0.08408403396606445
"'a','c'",0.2193598747253418
"'c','y'",0.13162612915039062
"'y',Key.space",0.1188957691192627
"Key.space,'c'",0.12520694732666016
"'c','a'",0.09968209266662598
"'a','n'",0.0836029052734375
"'n',Key.space",0.06741619110107422
"Key.space,'b'",0.13405179977416992
"'b','e'",0.08307600021362305
"'e',Key.space",0.08693718910217285
"Key.space,'n'",1.1129579544067383
"'n','o'",0.08813691139221191
"'o',Key.space",0.11596107482910156
"Key.space,'l'",0.1829240322113037
"'l','o'",0.15918898582458496
"'o','n'",0.04410600662231445
"'n','g'",0.05990195274353027
"'g','e'",0.10777401924133301
"'e','r'",0.0802149772644043
"'r',Key.space",0.08110809326171875
"Key.space,'s'",0.17972493171691895
"'s','u'",0.11634206771850586
"'u','s'",0.05687403678894043
"'s','t'",0.16814494132995605
"'t','a'",0.07061481475830078
"'a','i'",0.12797117233276367
"'i','n'",0.08017897605895996
"'n','a'",0.4497690200805664
"'a','b'",0.08402299880981445
"'b','l'",0.08798098564147949
"'l','e'",0.11610293388366699
"'e','.'",0.09987211227416992
"'.',Key.space",0.1638929843902588
"Key.shift_r,Key.enter",0.20389699935913086
"Key.enter,Key.enter",0.1921861171722412
"Key.enter,Key.shift_r",0.7998859882354736
"Key.shift_r,'I'",0.13197994232177734
"'I','n'",0.14404511451721191
"'n',Key.space",0.20388293266296387
"Key.space,Key.cmd",0.650580883026123
"Key.cmd,'†'",0.12661314010620117
"'†','f'",0.7913541793823242
"'f','a'",0.084136962890625
"'a','m'",0.07975292205810547
"'m','o'",0.06393790245056152
"'o','u'",0.17694711685180664
"'u','s'",0.04557681083679199
"'s',Key.space",0.13245105743408203
"Key.space,'t'",0.06814193725585938
"'t','r'",0.1501622200012207
"'r','a'",0.0845487117767334
"'a','d'",0.24359917640686035
"'d','e'",0.15166807174682617
"'e','o'",0.10652995109558105
"'o','f'",0.043977975845336914
"'f','f'",0.1486520767211914
"'f','s'",0.18187904357910156
"'s',Key.enter",0.12042880058288574
"Key.enter,Key.enter",0.1373910903930664
"Key.cmd,Key.tab",0.059645891189575195
"Key.tab,Key.cmd",0.7699861526489258
"Key.cmd,Key.tab",0.0479738712310791
"Key.cmd,Key.tab",0.10756897926330566
"Key.tab,Key.cmd",0.9213528633117676
"Key.cmd,Key.tab",0.06340718269348145
"Key.tab,Key.cmd",0.46250391006469727
"Key.cmd,Key.tab",0.03596186637878418
"Key.tab,Key.tab",0.7273070812225342
"Key.shift,Key.tab",0.06808304786682129
"Key.tab,Key.tab",0.5557880401611328
"'p','h'",0.10009002685546875
"'h','i'",0.09589624404907227
"'i','l'",1.0824809074401855
"'l','o'",0.2124788761138916
"'o','s'",0.09708595275878906
"'s','p'",0.08842325210571289
"'p','h'",0.09182882308959961
"'h','i'",0.08422112464904785
"'i','c'",1.0201778411865234
"'c','a'",0.37460803985595703
"'a','l'",0.09211087226867676
"'l',Key.space",0.08771109580993652
"Key.space,'l'",0.16918587684631348
"'l','o'",0.16669106483459473
"'o','g'",0.06439399719238281
"'g','i'",0.07999420166015625
"'i','c'",0.1280357837677002
"'c',Key.cmd",1.1271870136260986
"Key.cmd,'†'",0.10366415977478027
"'†','p'",0.31987500190734863
"'p','h'",0.09897994995117188
"'h','i'",0.08597898483276367
"'i','l'",0.19702887535095215
"'l','o'",0.2315530776977539
"'o','g'",0.2400498390197754
"'g','o'",0.2335832118988037
"'o',Key.backspace",0.37282299995422363
"Key.backspace,Key.backspace",0.1300830841064453
"Key.backspace,'s'",0.14611196517944336
"'s','o'",0.07573795318603516
"'o','p'",0.10024905204772949
"'p','h'",0.11615800857543945
"'h','y'",0.11167788505554199
"'y',Key.space",0.11315512657165527
"Key.space,'t'",0.21643686294555664
"'t','r'",0.13645291328430176
"'r','a'",0.04793214797973633
"'a','d'",0.15693116188049316
"'d','e'",0.16822481155395508
"'e','o'",0.08000493049621582
"'o','f'",0.07579493522644043
"'f','f'",0.1728382110595703
"'f','s'",0.11632180213928223
"'s',Key.enter",0.10407328605651855
"Key.enter,Key.enter",0.14924907684326172
"'o','t'",0.06835603713989258
"'t','h'",0.11190295219421387
"'h','e'",0.06783485412597656
"'e','r'",0.0681610107421875
"'r',Key.space",0.060079097747802734
"Key.space,'f'",0.1696012020111084
"'f','i'",0.10431790351867676
"'i','e'",0.07997298240661621
"'e','d'",0.2021629810333252
"'d','s'",0.03984403610229492
"'s',Key.space",0.29816102981567383
"Key.space,'w'",0.2406480312347412
"'w','e'",0.17201995849609375
"'e',Key.space",0.1081247329711914
"Key.space,'c'",0.15199732780456543
"'c','o'",0.11618781089782715
"'o','n'",0.044081926345825195
"'n','s'",0.08019304275512695
"'s','i'",0.10768723487854004
"'i','d'",0.024679899215698242
"'d','e'",0.14124703407287598
"'e','r'",0.07637500762939453
"'r',Key.space",0.06766891479492188
"Key.space,'t'",0.12698101997375488
"'t','h'",0.0880270004272461
"'h','i'",0.06381702423095703
"'i','s'",0.03977704048156738
"'s',Key.space",0.11626482009887695
"Key.space,'a'",0.07972407341003418
"'a',Key.space",0.08845806121826172
"Key.space,'t'",0.11135315895080566
"'t','r'",0.13711786270141602
"'r','a'",0.056440114974975586
"'a','d'",0.18486571311950684
"'d','e'",0.16392111778259277
"'e','o'",0.10329389572143555
"'o','f'",0.08396720886230469
"'f','f'",0.12253880500793457
"'f','.'",0.15637707710266113
"'.',Key.space",0.08794188499450684
"Key.backspace,Key.backspace",0.11574506759643555
"Key.backspace,';'",0.47887611389160156
"';',Key.space",0.12405014038085938
"Key.space,'m'",0.27718377113342285
"'m','a'",0.04805612564086914
"'a','c'",0.45386195182800293
"'c','i'",0.1299571990966797
"'i',Key.backspace",0.37303781509399414
"Key.backspace,'h'",0.20482397079467773
"'h','i'",0.06018519401550293
"'i','n'",0.1120760440826416
"'n',Key.space",0.07169079780578613
"Key.space,Key.backspace",0.41820812225341797
"Key.backspace,'e'",0.17677807807922363
"'e',Key.space",0.08017086982727051
"Key.space,'l'",0.1291029453277588
"'l','e'",0.05171608924865723
"'e','a'",0.10008692741394043
"'a','r'",0.04026198387145996
"'r','n'",0.07969307899475098
"'n','i'",0.08805704116821289
"'i','n'",0.1040959358215332
"'n','g'",0.05585002899169922
"'g',Key.space",0.132828950881958
"Key.space,'h'",0.19609999656677246
"'h','a'",0.09621500968933105
"'a','s'",0.03586292266845703
"'s',Key.space",0.1639101505279541
"Key.space,'a'",0.9461297988891602
"'a',Key.space",0.07197999954223633
"Key.space,'b'",0.14681100845336914
"'b','i'",0.05601620674133301
"'i','a'",0.04394888877868652
"'a','s'",0.040152788162231445
"'s','-'",0.1491382122039795
"'-','v'",0.06807899475097656
"'v','a'",0.07577896118164062
"'a','r'",0.15236210823059082
"'r','i'",0.07584309577941895
"'i','a'",0.043901920318603516
"'a','n'",0.13996195793151855
"'n','c'",0.11178398132324219
"'c','e'",0.20226097106933594
"'e',Key.space",0.0476679801940918
"Key.space,'t'",0.2021791934967041
"'t','r'",0.15408992767333984
"'r','a'",0.03996896743774414
"'a','d'",0.18898487091064453
"'d','e'",0.171004056930542
"'e','o'",0.06403994560241699
"'o','f'",0.12995505332946777
"'f','f'",0.1440742015838623
"'f',Key.space",0.26200079917907715
"Key.space,'e'",0.23302388191223145
"'e','c'",0.22892022132873535
"'c','o'",0.03995013236999512
"'o','n'",0.08790874481201172
"'n','o'",0.10425901412963867
"'o','m'",0.17877507209777832
"'m','i'",0.0761098861694336
"'i','c'",0.03595423698425293
"'c','s'",0.07598686218261719
"'s',Key.space",0.15596890449523926
"Key.space,'h'",0.5780482292175293
"'h','a'",0.10782694816589355
"'a','s'",0.10424685478210449
"'s',Key.space",0.16187405586242676
"Key.space,'a'",1.0988359451293945
"'a',Key.space",0.055846214294433594
"Key.space,'o'",0.4661686420440674
"'o','p'",0.21105408668518066
"'p','p'",0.1279749870300293
"'p','o'",0.11186814308166504
"'o','r'",0.1639249324798584
"'r','t'",0.19710898399353027
"'t','u'",0.04426407814025879
"'u','n'",0.16367292404174805
"'n','i'",0.06000494956970215
"'i','t'",0.032000064849853516
"'t','y'",0.21413016319274902
"'y',Key.space",0.5377018451690674
"Key.space,'c'",0.16912579536437988
"'c','o'",0.10795021057128906
"'o','s'",0.09212112426757812
"'s','t'",0.0958859920501709
"'t',Key.space",0.11995887756347656
"Key.space,'-'",0.15003299713134766
"'-',Key.space",0.13992810249328613
"Key.space,'r'",1.892016887664795
"'r','e'",0.3389890193939209
"'e','w'",0.17399883270263672
"'w','a'",0.09615325927734375
"'a','r'",0.11184191703796387
"'r','d'",0.1199948787689209
"'d',Key.space",0.1079559326171875
"Key.space,'m'",0.09202408790588379
"'m','a'",0.060060977935791016
"'a','x'",0.17403697967529297
"'x','i'",0.07197999954223633
"'i','m'",0.0799560546875
"'m','i'",0.12803196907043457
"'i','z'",0.055906057357788086
"'z','a'",0.19305896759033203
"'a','t'",0.0640709400177002
"'t','i'",0.016143083572387695
"'i','o'",0.04387688636779785
"'o','n'",0.027959108352661133
"'n',Key.space",0.07979416847229004
"Key.space,'t'",0.07206988334655762
"'t','r'",0.14299607276916504
"'r','a'",0.05205488204956055
"'a','d'",0.17705202102661133
"'d','e'",0.142045259475708
"'e','o'",0.07985091209411621
"'o','f'",0.07205080986022949
"'f','f'",0.15895605087280273
"'f',Key.space",0.2699320316314697
"Key.space,'s'",0.5440640449523926
"'s','t'",0.25397682189941406
"'t','o'",0.12628412246704102
"'o','c'",0.1727437973022461
"'c','k'",0.08412718772888184
"'k',Key.space",0.08383607864379883
"Key.space,'p'",0.44098782539367676
"'p','i'",0.06005406379699707
"'i','c'",0.14833521842956543
"'c','k'",0.06767082214355469
"'k','i'",0.17993688583374023
"'i','n'",0.01817917823791504
"'n','g'",0.0618290901184082
"'g',Key.space",0.0719308853149414
"Key.space,'h'",0.09205794334411621
"'h','a'",0.04394984245300293
"'a','s'",0.07599616050720215
"'s',Key.space",0.06391310691833496
"Key.space,'a'",0.08022689819335938
"'a',Key.space",0.06780290603637695
"Key.space,'r'",0.13099122047424316
"'r','i'",0.07620573043823242
"'i','s'",0.10397624969482422
"'s','k'",0.0999288558959961
"'k','-'",0.24917125701904297
"'-','r'",0.13191771507263184
"'r','e'",0.059919118881225586
"'e','w'",0.11604499816894531
"'w','a'",0.09187698364257812
"'a','r'",0.10409283638000488
"'r','d'",0.08801817893981934
"'d',Key.space",0.09176087379455566
"Key.space,'t'",0.16210007667541504
"'t','r'",0.14004087448120117
"'r','a'",0.02799820899963379
"'a','d'",0.116973876953125
"'d','e'",0.17698192596435547
"'e','o'",0.11601996421813965
"'o','f'",0.08812713623046875
"'f','f'",0.14191603660583496
"'f','.'",0.1609790325164795
"Key.backspace,'-'",0.11096596717834473
"'-',Key.space",1.3480839729309082
"Key.shift_r,'I'",0.08420085906982422
"'I','n'",0.10034418106079102
"'n',Key.space",0.0713798999786377
"Key.space,'o'",0.07655096054077148
"'o','r'",0.0999901294708252
"'r','d'",0.20754671096801758
"'d','e'",0.19748830795288086
"'e','r'",0.0704948902130127
"'r',Key.space",0.07240796089172363
"Key.space,'t'",0.4079759120941162
"'t','o'",0.05846405029296875
"'o',Key.space",0.06396698951721191
"Key.space,'p'",1.0011301040649414
"'p','r'",0.09208297729492188
"'r','o'",0.08398199081420898
"'o','v'",0.11600208282470703
"'v','i'",0.0682990550994873
"'i','d'",0.1316967010498047
"'d','e'",0.17127704620361328
"'e',Key.space",0.09991812705993652
"Key.space,'c'",1.6888389587402344
"'c','y'",0.14717388153076172
"'y','b'",0.17885899543762207
"'b','e'",0.04483294486999512
"'e','r'",0.0802311897277832
"'r',Key.backspace",0.39187097549438477
"Key.backspace,Key.backspace",0.15271615982055664
"Key.backspace,Key.backspace",0.13722705841064453
"Key.backspace,Key.backspace",0.13268399238586426
"Key.backspace,Key.backspace",0.13239288330078125
"Key.backspace,'s'",0.2792651653289795
"'s','e'",0.07260489463806152
"'e','c'",0.27805209159851074
"'c','u'",0.3819856643676758
"'u','r'",0.7118561267852783
"'r','i'",0.07216596603393555
"'i','t'",0.13666105270385742
"'t','y'",0.1762831211090088
"'y',Key.space",0.07584476470947266
"Key.space,'a'",0.140977144241333
"'a','c'",0.20722389221191406
"'c','r'",0.14183306694030762
"'r','o'",0.08824610710144043
"'o','s'",0.06794595718383789
"'s','s'",0.14786386489868164
"'s',Key.space",0.08383893966674805
"Key.space,'t'",0.08817100524902344
"'t','h'",0.088104248046875
"'h','e'",0.06792593002319336
"'e',Key.space",0.0918269157409668
"Key.space,Key.shift_r",0.10811901092529297
