pair,delta
"Key.space,'t'",0.09612011909484863
"'t','h'",0.06825709342956543
"'h','e'",0.05592489242553711
"'e',Key.space",0.08720993995666504
"Key.space,'t'",0.17160296440124512
"'t','e'",0.17999529838562012
"'e','r'",0.05998587608337402
"'r','m'",0.23098397254943848
"'m','i'",0.23740196228027344
"'i','n'",0.0680379867553711
"'n','a'",0.12357187271118164
"'a','l'",0.10850310325622559
"'l',Key.space",0.13160014152526855
"'a','n'",0.06245994567871094
"'n','d'",0.10889816284179688
"'d',Key.space",0.07080984115600586
"Key.space,'s'",0.18752408027648926
"'s','a'",0.07224798202514648
"'a','v'",0.27231383323669434
"'v','e'",0.08407020568847656
"'e',Key.space",0.1038968563079834
"Key.space,'i'",0.13493013381958008
"'i','t'",0.07617378234863281
"'t',Key.space",0.07999825477600098
"Key.space,'t'",0.1320338249206543
"'t','o'",0.0958089828491211
"'o',Key.space",0.06043815612792969
"Key.space,'y'",0.24306392669677734
"'y','o'",0.1470499038696289
"'o','u'",0.09160304069519043
"'u','r'",0.04796409606933594
"'r',Key.space",0.0826871395111084
"Key.space,'d'",0.24832677841186523
"'d','e'",0.16388726234436035
"'e','s'",0.5260899066925049
"'s','k'",0.14516091346740723
"'k','t'",0.23774385452270508
"'t','o'",0.08788824081420898
"'o','p'",0.1810598373413086
"'p',Key.space",0.5858399868011475
"Key.space,Key.backspace",0.9000520706176758
"Key.backspace,Key.backspace",0.5010678768157959
"Key.backspace,Key.backspace",0.08312106132507324
"Key.backspace,Key.backspace",0.08371090888977051
"Key.backspace,Key.backspace",0.08411431312561035
"Key.backspace,Key.backspace",0.08403396606445312
"Key.backspace,Key.backspace",0.08407783508300781
"Key.backspace,Key.backspace",0.0830690860748291
"Key.backspace,Key.backspace",0.08363771438598633
"Key.backspace,Key.backspace",0.08311724662780762
"Key.backspace,Key.backspace",0.08408594131469727
"Key.backspace,Key.backspace",0.08305191993713379
"Key.backspace,Key.backspace",0.08314228057861328
"Key.backspace,Key.backspace",0.08374476432800293
"Key.backspace,Key.backspace",0.08351516723632812
"Key.backspace,Key.backspace",0.08330273628234863
"Key.backspace,Key.backspace",0.08339715003967285
"Key.backspace,Key.backspace",0.0842900276184082
"Key.backspace,Key.backspace",0.0858759880065918
"Key.backspace,Key.backspace",0.0808260440826416
"Key.backspace,Key.backspace",0.08412575721740723
"Key.backspace,Key.backspace",0.08495736122131348
"Key.backspace,Key.backspace",0.08302092552185059
"Key.backspace,Key.backspace",0.08433890342712402
"Key.backspace,Key.backspace",0.08174014091491699
"Key.backspace,Key.backspace",0.08361387252807617
"Key.backspace,Key.backspace",0.08681511878967285
"Key.backspace,Key.backspace",0.0953829288482666
"Key.backspace,Key.backspace",0.08541297912597656
"Key.backspace,'w'",0.129317045211792
"'w','e'",0.056195735931396484
"'e',Key.space",0.1319131851196289
"Key.space,'a'",0.1000969409942627
"'a','r'",0.12915611267089844
"'r','e'",0.046919822692871094
"'e','n'",0.07173705101013184
"'n','t'",0.11808586120605469
"'t',Key.space",0.07005739212036133
"Key.space,'a'",0.1084296703338623
"'a','c'",0.12203526496887207
"'c','t'",0.49313998222351074
"'t','u'",0.10727882385253906
"'u','a'",0.08806705474853516
"'a','l'",0.08393192291259766
"'l','l'",0.1310572624206543
"'l','y'",0.18110179901123047
"'y',Key.space",0.0818641185760498
"Key.space,'c'",0.17959284782409668
"'c','o'",0.11021304130554199
"'o','t'",0.16035199165344238
"'t',Key.backspace",0.31904101371765137
"Key.backspace,'l'",0.23185086250305176
"'l','l'",0.15842628479003906
"'l','e'",0.03601884841918945
"'e','c'",0.16090011596679688
"'c','t'",0.1855618953704834
"'t','i'",0.23167800903320312
"'i','n'",0.0792999267578125
"'n','g'",0.06813502311706543
"'g',Key.space",0.06187891960144043
"Key.space,'i'",0.1321871280670166
"'i','t'",0.14370107650756836
"'t',Key.space",0.24213695526123047
"Key.space,'o'",0.1545088291168213
"'o','n'",0.03985309600830078
"'n',Key.space",0.09606814384460449
"'t','h'",0.07224893569946289
"'h','e'",0.05980086326599121
"'e',Key.space",0.06406617164611816
"Key.space,'s'",0.15999102592468262
"'s','h'",0.2710137367248535
"'h','a'",0.10377717018127441
"'a','r'",0.09817790985107422
"'r','e'",0.05994415283203125
"'e','d'",0.12938904762268066
"'d',Key.space",0.07043814659118652
"Key.space,'b'",0.11363673210144043
"'b','r'",0.16361284255981445
"'r','a'",0.0928792953491211
"'a','n'",0.09822988510131836
"'n','c'",0.12814998626708984
"'c','h'",0.13609910011291504
"'h',Key.space",0.16339111328125
"Key.space,'y'",0.7915530204772949
"'y','e'",0.08377194404602051
"'e','t'",0.09240388870239258
"'t',Key.space",0.0796499252319336
"Key.space,'j'",0.11974310874938965
"'j','u'",0.19697093963623047
"'u','s'",0.0362701416015625
"'s','t'",0.17719292640686035
"'t',Key.space",0.03120112419128418
"Key.space,'o'",0.11656689643859863
"'o','n'",0.07576513290405273
"'n',Key.space",0.09213471412658691
"Key.space,'e'",0.007905006408691406
"'e','e'",0.31590723991394043
"'e','a'",0.08006405830383301
"'a','c'",0.09707379341125488
"'c','h'",0.03194713592529297
"'h',Key.space",0.0923776626586914
"Key.space,'o'",0.10766410827636719
"'o','f'",0.12000489234924316
"'f',Key.space",0.1363823413848877
"Key.space,'o'",0.15775179862976074
"'o','u'",0.06974506378173828
"'u','r'",0.09684300422668457
"'r',Key.space",0.02718496322631836
"Key.space,'p'",0.4618837833404541
"'p','e'",0.07519221305847168
"'e','r'",0.06893587112426758
"'r','s'",0.1365070343017578
"'s','o'",0.06345200538635254
"'o','n'",0.08393001556396484
"'n','a'",0.06805729866027832
"'a','l'",0.13242268562316895
"'l',Key.space",0.08025193214416504
"Key.space,'c'",0.1314091682434082
"'c','o'",0.0724189281463623
"'o','m'",0.13193488121032715
"'m','p'",0.1560661792755127
"'p','u'",0.15595006942749023
"'u','t'",0.068328857421875
"'t','e'",0.14527583122253418
"'e','r'",0.07210922241210938
"'r','s'",0.2617180347442627
"'s',Key.space",0.06854009628295898
"Key.space,'s'",0.1115269660949707
"'s','o'",0.048091888427734375
"'o',Key.space",0.061697959899902344
"Key.space,'w'",0.49733519554138184
"'w','e'",0.06738090515136719
"'e',Key.space",0.10840487480163574
"Key.space,'e'",0.20564007759094238
"'e','a'",0.0719752311706543
"'a','c'",0.09679579734802246
"'c','h'",0.056169986724853516
"'h',Key.space",0.0675058364868164
"Key.space,'h'",0.14543819427490234
"'h','a'",0.02995586395263672
"'a','v'",0.10723519325256348
"'v','e'",0.055819034576416016
"'e',Key.space",0.05200672149658203
"Key.space,'o'",0.12692523002624512
"'o','u'",0.07713890075683594
"'u','r'",0.07459187507629395
"'r',Key.space",0.044029951095581055
"Key.space,'o'",0.13980913162231445
"'o','w'",0.26030898094177246
"'w','n'",0.1275932788848877
"'n',Key.space",0.08807873725891113
"Key.space,'d'",0.15319299697875977
"'d','a'",0.08780121803283691
"'a','t'",0.13103199005126953
"'t','a'",0.0799398422241211
"'a',Key.space",0.08788609504699707
"Key.space,'b'",0.19632411003112793
"'b','u'",0.08151888847351074
"'u','t'",0.08679008483886719
"'t',Key.space",0.04604291915893555
"Key.space,'n'",0.16359996795654297
"'n','o'",0.12390995025634766
"'o',Key.space",0.059870004653930664
"Key.space,'o'",0.22025704383850098
"'o','n'",0.03995800018310547
"'n','e'",0.10812592506408691
"'e',Key.space",0.09164905548095703
"Key.space,'e'",0.12906789779663086
"'e','l'",0.07096195220947266
"'l','s'",0.12013626098632812
"'s','e'",0.08852887153625488
"'e','s'",0.11966896057128906
"'s',Key.space",0.13603901863098145
"Key.space,Key.enter",1.3715839385986328
"Key.enter,'t'",1.2970349788665771
"'t','h'",0.09641599655151367
"'h','e'",0.044158935546875
"'e','n'",0.02743220329284668
"'n',Key.space",0.10947489738464355
"Key.space,'w'",0.11840415000915527
"'w','h'",0.1000058650970459
"'h','e'",0.11638307571411133
"'e','n'",0.16572189331054688
"'n',Key.space",0.15593194961547852
"Key.space,'w'",0.12798619270324707
"'w','e'",0.052435874938964844
"'e',Key.space",0.0597078800201416
"Key.space,'m'",0.14140701293945312
"'m','e'",0.05198216438293457
"'e','e'",0.11997008323669434
"'e','t'",0.18805980682373047
"'t',Key.space",0.06492805480957031
"Key.space,'n'",0.1415860652923584
"'n','e'",0.08796977996826172
"'e','x'",0.17997312545776367
"'x','t'",0.23794102668762207
"'t',Key.space",0.0708000659942627
"Key.space,'w'",0.1272280216217041
"'w','e'",0.07999491691589355
"'e',Key.space",0.06800508499145508
"Key.space,'w'",0.3560168743133545
"'w','i'",0.08440804481506348
"'i','l'",0.15807485580444336
"'l','l'",0.10702824592590332
"'l',Key.space",0.2355489730834961
"Key.space,'s'",0.11448502540588379
"'s','t'",0.1584339141845703
"'t','o'",0.04404592514038086
"'o','p'",0.18838214874267578
"'p',Key.space",0.11150288581848145
"Key.space,'t'",0.06808304786682129
"'t','h'",0.08406400680541992
"'h','e'",0.06266093254089355
"'e',Key.space",0.04116201400756836
"Key.space,'k'",0.19198226928710938
"'k','e'",0.14941167831420898
"'e','y'",0.17374205589294434
"'y','g'",0.5263731479644775
"'g','l'",0.2056739330291748
"'l',Key.backspace",0.4387788772583008
"Key.backspace,Key.backspace",0.1280982494354248
"Key.backspace,'l'",0.1892228126525879
"'l','o'",0.20800518989562988
"'o','g'",0.1826927661895752
"'g','g'",0.2576160430908203
"'g','e'",0.28278517723083496
"'e','r'",0.06932568550109863
"'r',Key.space",0.08273530006408691
"Key.space,'a'",0.16789984703063965
"'a','n'",0.048017024993896484
"'n','d'",0.1277329921722412
"'d',Key.space",0.10900402069091797
"Key.space,'c'",1.6730530261993408
"'c','o'",0.13573503494262695
"'o','m'",0.13801288604736328
"'m','b'",0.1984388828277588
"'b','i'",0.11550116539001465
"'i','n'",0.04818987846374512
"'n','e'",0.1360030174255371
"'e',Key.space",0.11977815628051758
"Key.space,'c'",1.4990651607513428
"'c','s'",0.12004995346069336
"'s','v'",0.27185893058776855
"'v','",0.586449146270752
"','s'",0.1652076244354248
"'s',Key.space",0.13035821914672852
"Key.space,'/'",0.23101592063903809
"'/',Key.space",0.2158949375152588
"Key.space,'r'",1.1916651725769043
"'r','u'",0.10790872573852539
"'u','n'",0.1720750331878662
"'n',Key.space",0.06792020797729492
"Key.space,'a'",0.1577589511871338
"'a',Key.space",0.02676677703857422
"Key.space,'s'",0.14912629127502441
"'s','c'",0.11591601371765137
"'c','r'",0.14387989044189453
"'r','i'",0.08793497085571289
"'i','p'",0.2821052074432373
"'p','t'",0.1129457950592041
"'t',Key.space",0.1041860580444336
"Key.space,'t'",0.09094095230102539
"'t','o'",0.09206295013427734
"'o',Key.space",0.0797719955444336
"Key.space,'d'",0.4966762065887451
"'d','o'",0.0636746883392334
"'o',Key.space",0.0802161693572998
"Key.space,'t'",0.09845900535583496
"'t','h'",0.09296107292175293
"'h','a'",0.07999706268310547
"'a','t'",0.06409597396850586
"'t',Key.space",0.08394598960876465
"Key.space,'f'",0.1563887596130371
"'f','o'",0.04363107681274414
"'o','r'",0.09616589546203613
"'r',Key.space",0.09164738655090332
"Key.space,'u'",0.2011258602142334
"'u','s'",0.08635997772216797
"'s',Key.space",0.0856940746307373
"Key.space,Key.enter",0.46909594535827637
"'y','a'",0.18110322952270508
"'a',Key.shift_r",0.39898085594177246
"Key.shift_r,Key.enter",0.8608839511871338
"Key.cmd,'˜'",0.12791800498962402
"'˜',Key.cmd",0.9356479644775391
"Key.cmd,'¬'",0.08017587661743164
"'¬','n'",0.29269909858703613
"'n','e'",0.18493986129760742
"'e','t'",0.20409917831420898
"'t',Key.enter",0.4007568359375
"Key.cmd,'˜'",0.06256675720214844
"'˜',Key.cmd",0.9999632835388184
"Key.cmd,'¬'",0.5518519878387451
"'¬','n'",0.21953892707824707
"'n','e'",0.18802618980407715
"'e',Key.enter",0.783890962600708
"Key.cmd,'¬'",0.07656216621398926
"'¬','f'",0.2632768154144287
"'f','a'",0.09164023399353027
"'a','c'",0.5577499866485596
"'c',Key.enter",1.8968281745910645
"'c','o'",0.05136990547180176
"'o','u'",0.11647915840148926
"'u','l'",0.1861109733581543
"'l','d'",0.13698792457580566
"'d',Key.space",0.10087275505065918
"Key.space,'w'",0.16505718231201172
"'w','e'",0.08399724960327148
"'e',Key.space",0.2380506992340088
"Key.space,'m'",0.17491507530212402
"'m',Key.backspace",0.444843053817749
"Key.backspace,'p'",0.23311305046081543
"'p','u'",0.15398192405700684
"'u','s'",0.12202692031860352
"'s','h'",0.08808708190917969
"'h',Key.space",0.09990477561950684
"Key.space,'m'",0.15805912017822266
"'m','e'",0.2517821788787842
"'e','e'",0.162139892578125
"'e','t'",0.21668696403503418
"'t','i'",0.060369014739990234
"'i','n'",0.08001399040222168
"'n','g'",0.08797216415405273
"'g',Key.space",0.11540985107421875
"Key.space,'t'",0.14063096046447754
"'t','i'",0.056015968322753906
"'i','l'",0.17669391632080078
"'l',Key.space",0.14021039009094238
"Key.space,Key.space",1.2479267120361328
"Key.space,Key.shift_r",0.12407398223876953
"Key.shift_r,'/'",0.11203718185424805
"'/',Key.space",0.272871732711792
"Key.space,'i'",0.18701434135437012
"'i',Key.space",0.07994985580444336
"Key.space,'h'",0.667050838470459
"'h','a'",0.1661219596862793
"'a','v'",0.08448004722595215
"'v','e'",0.08343911170959473
"'e',Key.space",0.09577608108520508
"Key.space,'t'",0.1692800521850586
"'t','o'",0.027809858322143555
"'o',Key.space",0.10804581642150879
"Key.space,'s'",0.13615727424621582
"'s','t'",0.9008300304412842
"'t','u'",0.14307785034179688
"'u','d'",0.11500215530395508
"'d','y'",0.16007399559020996
"'y',Key.space",0.1239168643951416
"Key.space,'f'",0.09558606147766113
"'f','o'",0.12532997131347656
"'o','r'",0.10406899452209473
"'r',Key.space",0.1648721694946289
"Key.space,'a'",0.22397589683532715
"'a',Key.space",0.13087677955627441
"Key.shift_r,';'",0.1034848690032959
"'m','a'",0.4102818965911865
"'a','t'",0.10765790939331055
"'t','h'",0.11992311477661133
"'h',Key.space",0.11909770965576172
"Key.space,'q'",0.16312813758850098
"'q','u'",0.14558100700378418
"'u','i'",0.12865686416625977
"'i','x'",0.17087411880493164
"'x',Key.space",0.23287391662597656
"Key.space,Key.backspace",0.3489370346069336
"Key.backspace,Key.space",0.4727470874786377
"Key.space,Key.enter",0.460345983505249
"'a','l'",0.07203483581542969
"'l','s'",0.11196017265319824
"'s','o'",0.0997610092163086
"'o',Key.space",0.14490294456481934
"Key.space,'a'",0.14874005317687988
"'a',Key.space",0.0756540298461914
"Key.space,'h'",0.1549968719482422
"'h','e'",0.07609820365905762
"'e','a'",0.08004093170166016
"'a','d'",0.11586689949035645
"'d','s'",0.09214305877685547
"'s',Key.space",0.04772806167602539
"Key.space,'u'",0.11637377738952637
"'u','p'",0.07978320121765137
"'p',Key.space",0.07991600036621094
"Key.space,'i'",0.1519629955291748
"'i',Key.space",0.08809375762939453
"Key.space,'a'",0.12822294235229492
"'a','m'",0.08776021003723145
"'m',Key.space",0.08500194549560547
"Key.space,'i'",0.25009894371032715
"'i','n'",0.05200910568237305
"'n','t'",0.10033392906188965
"'t','e'",0.12158703804016113
"'e','r'",0.05994415283203125
"'r','v'",0.28118205070495605
"'v','i'",0.09096074104309082
"'i','e'",0.5335760116577148
"'e','w'",0.09263205528259277
"'w','i'",0.09555196762084961
"'i','n'",0.07617616653442383
"'n','g'",0.10007882118225098
"'g',Key.space",0.10521292686462402
"Key.space,'d'",0.5587849617004395
"'d','a'",0.09195923805236816
"'a','v'",0.16398096084594727
"'v','i'",0.12995409965515137
"'i','d'",0.20500612258911133
"'d',Key.space",0.5346989631652832
"Key.space,'t'",0.10326194763183594
"'t','h'",0.0479428768157959
"'h','i'",0.05993795394897461
"'i','s'",0.12419795989990234
"'s',Key.space",0.07196688652038574
"Key.space,'w'",0.11763310432434082
"'w','e'",0.09236907958984375
"'e','e'",0.16743898391723633
"'e','k'",0.05556297302246094
"'k',Key.space",0.09593796730041504
"Key.space,'a'",0.09573197364807129
"'a','n'",0.0412600040435791
"'n','d'",0.0630180835723877
"'d',Key.space",0.04789900779724121
"Key.space,'c'",0.1000511646270752
"'c','a'",0.08814573287963867
"'a','t'",0.16899514198303223
"'t','h'",0.09091687202453613
"'h','r'",0.2560601234436035
"'r','y'",0.10393285751342773
"'y','n'",0.20205903053283691
"'n',Key.space",0.1520700454711914
"Key.space,'n'",0.11194515228271484
"'n','e'",0.09195399284362793
"'e','x'",0.16413378715515137
"'x','t'",0.23187518119812012
"'t',Key.space",0.1237187385559082
"Key.space,'w'",0.26923632621765137
"'w','e'",0.07609391212463379
"'e','e'",0.14995884895324707
"'e','k'",0.10400509834289551
"'k',Key.space",0.7338409423828125
"Key.space,'~'",0.895139217376709
"'~',Key.space",0.24887871742248535
"Key.space,'s'",0.7600319385528564
"'s','o'",0.10407400131225586
"'o',Key.space",0.09192013740539551
"Key.space,'i'",0.1610119342803955
"'i','l'",0.18700122833251953
"'l','l'",0.13308286666870117
"'l',Key.space",0.10788917541503906
"Key.space,'u'",0.129011869430542
"'u','p'",0.08803200721740723
"'p','l'",0.4110291004180908
"'l','o'",0.17690491676330566
"'o','a'",0.09222292900085449
"'a','d'",0.039784908294677734
"'d',Key.space",0.1239631175994873
"Key.space,'t'",0.1510770320892334
"'t','h'",0.09608602523803711
"'h','e'",0.05994701385498047
"'e',Key.space",0.05981111526489258
"Key.space,'v'",0.15628480911254883
"'v','i'",0.07196903228759766
"'i','d'",0.1039578914642334
"'d','e'",0.14597415924072266
"'e','o'",0.027977943420410156
"'o',Key.space",0.10372400283813477
"Key.space,'f'",0.05226397514343262
"'f','r'",0.059797048568725586
"'r','o'",0.09225702285766602
"'o','m'",0.13004374504089355
"'m',Key.space",0.09587621688842773
"Key.space,'t'",0.0720679759979248
"'t','h'",0.09180188179016113
"'h','a'",0.08405613899230957
"'a','t'",0.07213687896728516
"'t',Key.space",0.15579915046691895
"Key.space,'t'",0.1681528091430664
"'t','o'",0.0719599723815918
"'o','o'",0.12073111534118652
"'o',Key.space",0.24832916259765625
"'s','h'",0.043634891510009766
"'h','o'",0.12406706809997559
"'o','u'",0.11208391189575195
"'u','l'",0.14423108100891113
"'l','d'",0.08785390853881836
"'d',Key.space",0.0918879508972168
"Key.space,'u'",0.12714123725891113
"'u',Key.space",0.08398580551147461
"Key.space,'n'",0.17507314682006836
"'n','e'",0.12793278694152832
"'e','e'",0.13495922088623047
"'e','d'",0.1480250358581543
"'d',Key.space",0.06401276588439941
"Key.space,'i'",0.12291502952575684
"'i','t'",0.15818309783935547
"'t',Key.space",0.0277559757232666
"'f','o'",0.0958867073059082
"'o','r'",0.13581538200378418
"'r',Key.space",0.11406779289245605
"Key.space,'a'",0.35107994079589844
"'a','n'",0.12407302856445312
"'n','y'",0.2590000629425049
"'y',Key.space",0.09592080116271973
"Key.space,'a'",0.38283610343933105
"'a','r'",0.13320493698120117
"'r','t'",0.2179250717163086
"'t','i'",0.11600708961486816
"'i','c'",0.32201695442199707
"'c','l'",0.1117088794708252
"'l','e'",0.12816715240478516
"'e','s'",0.05213809013366699
"'s',Key.space",0.10801982879638672
"Key.space,Key.enter",0.22111797332763672
"'c','o'",0.12805700302124023
"'o','o'",0.14196991920471191
"'o','l'",0.1590101718902588
"'l',Key.space",0.13536882400512695
"Key.space,'b'",0.08020615577697754
"'b','e'",0.10435986518859863
"'e','a'",0.05606818199157715
"'a','n'",0.07599496841430664
"'n','s'",0.13203191757202148
"'s',Key.enter",0.16176509857177734
"Key.enter,'y'",1.243030071258545
"'y','a'",0.20615696907043457
"'a',Key.space",0.14293313026428223
"Key.space,'l'",0.43493080139160156
"'l','e'",0.07564711570739746
"'e','t'",0.16042494773864746
"'t','s'",0.1520829200744629
"'s',Key.space",0.0847010612487793
"Key.space,'s'",0.1109609603881836
"'s','t'",0.16725707054138184
"'t','i'",0.07192492485046387
"'i','l'",0.14803481101989746
"'l','l'",0.136857271194458
"'l',Key.space",0.09204697608947754
"Key.space,'m'",0.1391448974609375
"'m','e'",0.13704395294189453
"'e','e'",0.11594915390014648
"'e','t'",0.19705772399902344
"'t',Key.space",0.08785724639892578
"Key.space,'i'",0.14088916778564453
"'i','n'",0.09212374687194824
"'n',Key.space",0.04401803016662598
"Key.space,'m'",0.17996001243591309
"'m','o'",0.06758403778076172
"'o','f'",0.1750190258026123
"'f','f'",0.14011478424072266
"'f','i'",0.07179594039916992
"'i','t'",0.15698623657226562
"'t',Key.space",0.06416201591491699
"Key.space,'a'",1.3703529834747314
"'a','t'",0.4360790252685547
"'t',Key.space",0.22495794296264648
"Key.space,Key.shift_r",0.36214709281921387
"Key.shift_r,';'",0.10393500328063965
"';',Key.space",0.9138040542602539
"Key.space,Key.shift_r",0.2598268985748291
"Key.shift_r,';'",0.06782293319702148
"';',Key.shift_r",0.23238110542297363
"Key.backspace,Key.backspace",0.1456458568572998
"Key.backspace,Key.backspace",0.14532208442687988
"Key.backspace,Key.backspace",0.3437678813934326
"Key.backspace,Key.backspace",0.16131019592285156
"Key.backspace,Key.backspace",0.17792797088623047
"Key.cmd,'˜'",0.05188179016113281
"'b','e'",0.08003592491149902
"'e','r'",0.08391189575195312
"'r','k'",0.8180060386657715
"'k','e'",0.33121418952941895
"'e','l'",0.07181596755981445
"'l','e'",0.10399103164672852
"'e','y'",0.15796995162963867
